moving changes	stored	energy
environments	contain	few organisms
characteristic	is	when copied from parent
glass	is	used
top layer	contains	nutrients
shiny things	reflect	light
rubber	is	insulator
solids	are	heated
erosion	has	negative impact
hemisphere	is	tilted
kind	reducing	pollutants emitted
radio	is	used
force	pushing	object
electricity	causes	less pollution than gasoline
feathers	keeping	warm
surfaces	move	other
environments	contain	organisms
refraction	causes	something
balance	measuring	mass
example	avoiding	waste
object	is	easily seen
events	cause	changes
mirror	is	used
camouflage	hiding from	predators
balance	is	used
mineral	is	rubbed
birds	build	nests
ink	hiding from	predators
human	requires	sleep
insect	reaches	stage
organisms	can	can preserved
surface	contains	mountains
waxy leaves	are	used
organism	becomes	too hot
prey	on	ability reproduce
sedimentary rocks	are	formed together
mammal	nurses	its offspring
fuels	are	resource
refraction	is	light bends
otter	cracking	clams
seasonal changes	are	made
animal	being	born
birds	lay	eggs
water	is	renewable
friction	is	used
processes	produce	waste products
seasons	cause	change
wind	carries	dirt
light bulb	sending	electricity
microscope	see	things
stove	generates	heat
berry	contains	seeds
thermometer	measure	temperature
adaptations	are	used
organism	on	health
animals	lay	eggs
cool temperatures	cause	animals
human	on	skin
light bulb	converts	electrical energy
animals	detect	objects
habitat destruction	causes	animals
two substances	causes	reactions
seed production	requires	pollination
example	protecting	environment
animal	maintain	health
shelter	is	used
formation	occurs at	bottom
carbonated beverage	contains	dissolved carbon dioxide
camouflage	is	kind
planet	has	surface
ocean	is	source
plant	requires	water
environment	is	covered
hunting	seeing	prey
animals	live	exhibits
gills	are	used
underground	can	can used
resistance	will increase as	thickness
small particles	scraping	object
hypothesis	means	scientific guess
organism	on	health
organism	dies	then population
system	carries	oxygen
beverage	contains	dissolved carbon dioxide
iron	is	magnetic
decomposition	increases	amount
sound	produced	increases
rocks	contain	amounts
veins	transport	nutrients
panel	converts	sunlight
organism	is	source
gravitational pull	causes	tides
layers	cover	remains
mice	live in	in holes
smoking	causes	direct damage
rocks	are	formed
predators	have	difficulty
cylinder	is	used
color	is	inherited characteristic
hand dryer	produces	heat
animal	usually requires	warm body temperature for survival
height	is	characteristic
flower	has	purpose
nerves	feel	heat
incandescent light bulb	sending	electricity
limestone	is	formed
claws	are	used
Matter	has	shape
predators	live in	environment
plates	being	pushed together
electricity	causes	pollution than gasoline
resources	has	impact
animal	requires	nutrients
ability	find	resources
feathers	are	thermal
cactus stem	storing	water
Earth	on	oceans
carbon dioxide concentrations	have increased over	decade
scar	is	characteristic
animal	takes	resource
salamander	eats	insects
different crops	is	when planted
ocean	contains	amounts
characteristic	is	passed
pumpkin	contains	seeds
sonar	is	used
amount	is	least
exercise	has	positive impact
darts	are	used
object	reflects	light
inclined plane	is	used
animal	maintain	good health
feathers	are	thermal energy insulator
chemical reactions	cause	change
circuit	is	source
friction	will increase as	moisture decreases
hunting	requires	sensing prey
smoking	causes	damage to lungs
reactions	cause	substances
color	looking	object
pull	causes	tides
offspring	receive	genes
example	is	animals
recycling resources	has	impact
bicycle	contains	screws
kind	determining	direction
flower	is	source
greenhouse effect	is	carbon
point	adding	salt
ecosystem	contains	numbers
wax	is	insulator
vehicle	passing	inherited characteristics
observation	requires	telescope
decomposition	is	decomposer breaks
example	hitting	something
example	protecting	environment
seconds	are	used
solids	are	when heated
reptiles	lay	eggs
camouflage	is	kind
environment	be	destroyed
harm	living	things
star	is	source
fossil fuels	are	resource
sediment	is	formed
plant	requires	food
device	requires	electricity
conductor	is	when plugged
reactions	causes	stars
plane	is	used
sweat	is	used
kilometers km	are	unit
kind	reducing	pollutants
kilometers km	are	unit used
animal	requires	enough nutrients
sweat	adjusting to	temperatures
telescope	observing	sky
object	appear	smaller
plates	being	pushed
lever	is	used
reactions	adding	heat
mouse	live	young
mother	into	pouch drink
incandescent light bulb	converts	electricity
arrow	points towards	north
Matter	has	shape
humans	building	homes
bulb	converts	electrical energy
detailed observation	requires	telescope
decaying vegetation	forming	fuels
moon	orbiting	Earth
harm	living	things
melting point	adding	salt
object	reflects	visible light
seed	is	used
car	uses	less gasoline
looseness	increases	amount
characteristic	is	copied
desert environment	contains	food
Pluto	is planet	ninth closest
cold environments	contain	organisms
fossil fuels	are	formed
canyons	flowing rivers through	erosion
mouse	gives	birth
smoking	causes	damage
tree	falls	dead
increase	has	impact
cooking	causes	chemical reaction
cows	eat	plants
greenhouse	protect	plants
sun	causes	stars
magnet	attracts metals through	magnetism
piles	melting	glaciers
year	is	equal
animal	requires	nutrients
storms	cause	bodies
dead organisms	are	source
pulley	lift	flag
sunlight	contains	ultraviolet light
lenses	reflect	rays
predators	catch	prey
organism	passes	genetic information
car engine	converts gasoline through	combustion
rocket engine	produce	thrust
objects	have	charge
plants	convert from	carbon dioxide
heat	is	transferred
craters	are	formed
organism	on	survival
sugar	causes	food
electric car	uses	gasoline than car
inclined plane	raising	objects
living things	eliminate	waste
animal	has	role
switch	is	used
crops	is	planted
reproduction	occurs during	adulthood
nail	will become	magnetic
habitat	is	destroyed
frog	eats	insects
plant	requires	photosynthesis
stars	produce	light
piles	are	formed
wax	is	electrical
animal	storing	fat
plasma	is formed by	electrons
animals	learn	behaviors
animal	requires	body temperature
ears	releasing	heat
mammal	nurses	its young
clouds	appear before	precipitation
vehicle	passing	characteristics
telescope	is	used
example	is	frog
sunlight	causes	objects
harm	burning	living thing
causes	speed	decrease
insulator	slows	transfer
circuit	is	completed
human	requires	rest
switch	stop	flow
magnet	attracts	metals
bees	convert	nectar
evaporation	causes	amount
pollution	riding	bike
radiation	is	transferred
animal	creates	heat
star	is	source
clouds	are	source
animals	shed	fur
hypothesis	means	guess
explosions	can cause	harm
kind	measuring	size
octopuses	causes	predators
predators	eat	animals
carbonated beverage	contains	carbon dioxide
Matter	has	definite volume
decomposition	increases	amount
compass	navigate	seas
friction	causes	temperature
Pluto	is planet	ninth
thickness	is	characteristic
stars	appear	move relative
radiation	is	when transferred
desert environment	has	rainfall
animal	requires	nutrients
plasma	is	formed
sunlight	becomes	available
bulbs	convert	electricity
system	transports	blood
system	brings	oxygen
soil	is	formed
water	produces	electricity
resistance	will increase as	thickness increases
plants	become	dormant
binoculars	observing	objects
resistance	will increase as	thickness increases
humans	building	homes
candle	is	source
clouds	are	formed
electricity	moving	particles
organism	develops	trait
eyes	are	used
animal growing thick fur	keeping	warm
skeletal system	protects	internal organs
clouds	produce	rain
beverage	contains	carbon dioxide
gravity	causes	substances
pollution	using	car
line graph	showing	change
telescope	is	used
gravity	causes	orbits
current	completing	circuit
organism	has	environment
example	is	animal growing fur
moon	reflects	sunlight
seed	will	will transported
changes	are	made
system	is	conductor
batteries	convert	chemical energy
complete circuit	is	source
bear	requires	environment
object	is	exposed
debris	breaking	rocks
animal	requires	air
birds	eat	insects
animals	leave	environment
substances	causes	chemical reactions
cell membrane	provides	support
organism	is	source
liquids	are	heated
car	uses	gasoline than car
fuels	are	formed
camera	recording	images
fire	causes	harm
organism	release	energy
animal fur	keeping	warm
organism	requires	energy
thickness	is	inherited characteristic
fossils	are	found
poison	causes	harm
electricity flows	is	parallel
sunlight	produces	heat
animals	move to	locations
migration	is	instinctive
roots	absorbing	water
coloration	is	inherited
microscope	is	used
two substances	chemically causes	reactions
erosion	causes	deposition
hawks	eat	lizards
harm	burning	thing
muscles	move	bones
characteristic	is	passed
volume	describe	size
bad weather	decreases	visibility
consumers	eat	organisms
earthquake	occurs over	period
magnet	attracts	metals
surface	contains	mountains
animal	eats	increases
cycles	occur	night
car	uses	gasoline
viruses	adding	heat
animals	escape	predators
glaciers	cause	scratches
earthquake	usually occurs over	period
skunk	produces	bad odor
respiration	use	energy
illness	reducing	bacteria
runoff	contains	pesticides
earthquakes	cause	rock layers
chemical reactions	cause	different substances
mammals	give	birth
decaying vegetation	forming	fossil fuels
contact	causes	rocks
skunk	produces	odor
laser	producing	light
coloration	find	mate
beak	obtaining	food
minerals	are	formed
squid	produces	thrust
object	undergoes	change
vegetation	forming	fossil fuels
birds	eat	foods
wind	causes	erosion
poisonous darts	are	used
flowers	are	source
moon	of	phases
money	using	resources
satellite	orbits	planet
organism	becomes	hot
number	is	inherited characteristic
tinted lenses	reflect	ultraviolet rays
layer	contains	nutrients
vibrations	dropping	object
distance	generally used for	values
trees	reaching	ground
characteristic	is passed by	genetics
tinted lenses	reflect	rays
surface	contains	craters
sonar	find	location
cropland water	enters	bodies
wind	carries	sand
compass	navigate	oceans
roots	are	vehicle
wind	cause	erosion
bulb	converts	energy
animal	eats	decreases
coloration	is	characteristic
plates	causes	earthquakes
lenses	reflect	ultraviolet rays
plants	absorb	nutrients
thing	requires	nutrients
binoculars	are	used
erosion	causes	river
force	causes	speed
plasma	is formed by	electrons separating
wiring	requires	electrical conductor
soil	is	renewable
canyons	flowing	rivers
insect	is	animal
thickness	is	inherited
greenhouse	protect	plants
lizards	eat	insects
bears	eat	berries
flashlight	requires	source
vegetation	forming	fuels
difficulty	seeing	octopus
animal	eats	something
volcanoes	are	found
soil loss	causes	grooves
doorbell	converts	energy
fat	is	used
predators	eat	prey
succession	means	communities
reactions	cause	change
Matter	has	volume
heat	change	pressure
kind	measuring	volume
beak	catching	prey
recycling	has	impact
electron microscope	creates	picture
organism	dies	population
vaccines	prevent	illness
ears	are	used
predator	eats	animals
something	becomes	cold
system	removes	waste
landfill	is	source
fuel	is	renewable
rotating	causes	cycles
metals	conduct	electricity
freezing	causes	solid
moth	undergoes	metamorphosis
heating	causes	convection
touch	detecting	texture
smell	attracts	flies
travelled	calculating	speed
preferences	are generally learned	characteristics
arteries	transport	nutrients
electricity	causes	pollution
ability	acquire	resources
erosion	has	impact
batteries	convert	energy
animal	requires	oxygen
sound	reaches	ear
skeletal system	protects	organs
organism	passes	information
weather	decreases	visibility
magnet	attracts	magnetic metals
animal	requires	warmth
plant stem	contains	system
animal	requires	nutrients
rains	cause	flooding
